specialite,molecules,grammages,forme,labo,dci_signature,source_country,source_name,detail_url,atc_code,auth_number,source_ref,composition_raw,dosage_raw,presentation,distributeur,classe_therapeutique,statut,ppv_value,ppv_currency,prix_hospitalier,tableau,notice_url,nature_produit,ajoute_le,maj_le,scraped_at,last_seen,presentation_pretty,dosage_pretty,composition_pretty
VENOREINE,aescine | ruscogénine | proanthocyanidine | vitamine c,,Comprimé,COOPER PHARMA,aescine + proanthocyanidine + ruscogénine + vitamine c,MA,medicament.ma,https://medicament.ma/medicament/venoreine-comprime/,,,,Aescine | Ruscogénine | Proanthocyanidine | Vitamine C,,Boite de 60,COOPER PHARMA,Veinotonique,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 23 mars 2022 à 15:05,Mise à jour le: 30 août 2022 à 14:53,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 60,,Aescine | Ruscogénine | Proanthocyanidine | Vitamine C
VENDEP-XR 75 MG,venlafaxine,75 mg,Gélule à libération prolongée [P],CIPLA MAROC,venlafaxine,MA,medicament.ma,https://medicament.ma/medicament/vendep-xr-75-mg-gelule-p/,N06AX16,,,Venlafaxine,75 MG,Boite de 30,CIPLA MAROC,"Antidépresseur, inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa)",Commercialisé,66.2,dhs,41.30 dhs,A,,,Ajouté le: 30 avril 2024 à 10:28,Mise à jour le: 30 avril 2024 à 10:32,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30,75 MG,Venlafaxine
VENOREINE,aescine | ruscogénine | proanthocyanidine | vitamine c,,Comprimé,COOPER PHARMA,aescine + proanthocyanidine + ruscogénine + vitamine c,MA,medicament.ma,https://medicament.ma/medicament/venoreine-comprime-2/,,,,Aescine | Ruscogénine | Proanthocyanidine | Vitamine C,,Boite de 30,COOPER PHARMA,Veinotonique,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 23 mars 2022 à 15:06,Mise à jour le: 30 août 2022 à 14:53,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30,,Aescine | Ruscogénine | Proanthocyanidine | Vitamine C
VENTOLINE 50 MG / 10 ML,salbutamol,50 mg | 10 ml,Solution pour inhalation par nébuliseur,GLAXO SMITHKLINE,salbutamol,MA,medicament.ma,https://medicament.ma/medicament/ventoline-50-mg10-ml-solution-pour-inhalation-par-nebuliseur/,R03AC02,,,Salbutamol,50 MG / 10 ML,Flacon de 10 ml,GLAXO SMITHKLINE,"Antiasthmatique, bêta-2-sympathomimétique",Commercialisé,29.5,dhs,18.40 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 22 octobre 2025 à 11:24,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Flacon de 10 ml,50 MG | 10 ML,Salbutamol
VENOFER 100 MG / 5 ML,complexe d'hydroxyde de fer iii,100 mg | 5 ml,Ampoule injectable de 5 ml,FRESENIUS MEDICAL CARE PHARMA AFRIQUE,complexe d'hydroxyde de fer iii,MA,medicament.ma,https://medicament.ma/medicament/venofer-100mg5ml-ampoule-injectable-de-5-ml/,B03AC02,,,Complexe d'hydroxyde de Fer III,100 MG / 5 ML,Boîte de 5,FRESENIUS MEDICAL CARE PHARMA AFRIQUE,Antianémique,Commercialisé,474.0,dhs,315.00 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 30 avril 2024 à 10:38,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 5,100 MG | 5 ML,Complexe D'Hydroxyde De Fer III
VENTOLINE 100 µg,salbutamol,100 µg,Suspension pour inhalation en flacon pressurisé,GLAXO SMITHKLINE,salbutamol,MA,medicament.ma,https://medicament.ma/medicament/ventoline-suspension-pour-inhalation-en-flacon-pressurise-hfa-134a-100-mcgdose/,R03CC02,,,Salbutamol,100 µg,Flacon de 200 doses,GLAXO SMITHKLINE,"Antiasthmatique, bêta-2-sympathomimétique",Commercialisé,42.2,dhs,26.40 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 22 octobre 2025 à 11:23,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Flacon de 200 doses,100 µg,Salbutamol
VENTOLINE 0.5 MG / ML,salbutamol,0.5 mg | ml,Solution injectable,GLAXO SMITHKLINE,salbutamol,MA,medicament.ma,https://medicament.ma/medicament/ventoline-solution-injectable-05mgml/,R03CC02,,,Salbutamol,0.5 MG / ML,Boîte de 6 ampoules,GLAXO SMITHKLINE,"Antiasthmatique, bêta-2-sympathomimétique",Commercialisé,25.1,dhs,15.70 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 22 octobre 2025 à 11:22,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 6 ampoules,0.5 MG | ML,Salbutamol
VENULA 200 MG,hydrosmine,200 mg,Gélule,IBERMA,hydrosmine,MA,medicament.ma,https://medicament.ma/medicament/venula-200-mg-gelule-2/,C05CA05,,,Hydrosmine,200 MG,Boite de 20,IBERMA,,Commercialisé,35.5,dhs,22.20 dhs,Aucun,,,Ajouté le: 15 juin 2021 à 11:42,Mise à jour le: 30 avril 2024 à 10:40,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 20,200 MG,Hydrosmine
VEPRAN 150 MG,irbésartan,150 mg,Comprimé pelliculé,SOTHEMA,irbésartan,MA,medicament.ma,https://medicament.ma/medicament/vepran-150-mg-comprime/,C09CA04,,,Irbésartan,150 MG,Boite de 14,SOTHEMA,Antagoniste sélectif des récepteurs de l'angiotensine II,Commercialisé,60.9,dhs,38.00 dhs,A,,Médicament,Ajouté le: 28 mai 2016 à 11:29,Mise à jour le: 24 mai 2023 à 10:28,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 14,150 MG,Irbésartan
VEPRAN 150 MG,irbésartan,150 mg,Comprimé,SOTHEMA,irbésartan,MA,medicament.ma,https://medicament.ma/medicament/vepran-150-mg-comprime-2/,C09CA04,,,Irbésartan,150 MG,Boite de 28,SOTHEMA,Antagoniste sélectif des récepteurs de l'angiotensine II,Commercialisé,108.7,dhs,67.90 dhs,A,,Médicament,Ajouté le: 28 mai 2016 à 11:31,Mise à jour le: 24 mai 2023 à 10:25,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 28,150 MG,Irbésartan
VERASKIN 4%,aloé vera,4 %,Gel,PROMOPHARM (HIKMA),aloé vera,MA,medicament.ma,https://medicament.ma/medicament/veraskin-4/,,,,Aloé vera,4 %,Tube de 30 g,PROMOPHARM (HIKMA),,Commercialisé,18.85,dhs,,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Tube de 30 g,4 %,Aloé Vera
VENULA 200 MG,hydrosmine,200 mg,Gélule,IBERMA,hydrosmine,MA,medicament.ma,https://medicament.ma/medicament/venula-200-mg-gelule/,C05CA05,,,Hydrosmine,200 MG,Boîte de 60,IBERMA,,Commercialisé,91.6,dhs,57.30 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 30 avril 2024 à 10:39,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 60,200 MG,Hydrosmine
VERMOGAL,butoxyde de piperonyle | benzododécinium bromure | bioalléthrine,0.3 g | 1.5 g | 0.06 g,Gel,SYNTHEMEDIC,benzododécinium bromure + bioalléthrine + butoxyde de piperonyle,MA,medicament.ma,https://medicament.ma/medicament/vermogal-gel-nf/,,,,Butoxyde de piperonyle | benzododécinium bromure | bioalléthrine,0.3 G / 1.5 G / 0.06 G,Tube de 60 g,SYNTHEMEDIC,Antiparasitaire,Commercialisé,17.7,dhs,11.10 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 30 avril 2024 à 10:41,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Tube de 60 g,0.3 G | 1.5 G | 0.06 G,Butoxyde De Piperonyle | Benzododécinium Bromure | Bioalléthrine
VERMOX 100 MG,mebendazole,100 mg,Comprimé,MAPHAR,mebendazole,MA,medicament.ma,https://medicament.ma/medicament/vermox-100-mg-comprime/,P02CA01,,,Mebendazole,100 MG,Boîte de 6,MAPHAR,Antiparasitaire,Commercialisé,19.8,dhs,12.40 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 30 avril 2024 à 10:41,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 6,100 MG,Mebendazole
VERMOX 20 MG / ML,mebendazole,20 mg | ml,Suspension buvable,MAPHAR,mebendazole,MA,medicament.ma,https://medicament.ma/medicament/vermox-20-mgml-suspension-buvable/,P02CA01,,,Mebendazole,20 MG / ML,Flacon de 30 ml,MAPHAR,Antiparasitaire,Commercialisé,21.6,dhs,13.50 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 30 avril 2024 à 10:42,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Flacon de 30 ml,20 MG | ML,Mebendazole
VERMOX 500 MG,mebendazole,500 mg,Comprimé,MAPHAR,mebendazole,MA,medicament.ma,https://medicament.ma/medicament/vermox-500-mg-comprime/,P02CA01,,,Mebendazole,500 MG,Boîte de 1,MAPHAR,Antiparasitaire,Commercialisé,13.9,dhs,8.70 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 30 avril 2024 à 10:42,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 1,500 MG,Mebendazole
VERZENIOS 100 MG,abémaciclib,100 mg,Comprimé pelliculé,SOTHEMA,abémaciclib,MA,medicament.ma,https://medicament.ma/medicament/verzenios-100-mg-comprime-pellicule/,L01EF03,,,Abémaciclib,100 MG,Boite de 56,SOTHEMA,"Agents antinéoplasiques, inhibiteurs de protéines kinases,",Commercialisé,23275.0,dhs,22826.00 dhs,A,,,Ajouté le: 17 octobre 2023 à 09:08,Mise à jour le: 29 mai 2024 à 08:09,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 56,100 MG,Abémaciclib
VERORAB 0.5 ML / 1 DOSE (≥ 2.5 UI),virus de la rage (souche wistar rabies pm / wi 38 1503-3 m) inactivé** >= 2 | 5 ui***,0.5 ml | 1 dose (≥ 2.5 ui),Vaccin atirabique inactivé,INSTITUT PASTEUR MAROC,5 ui*** + virus de la rage (souche wistar rabies pm / wi 38 1503-3 m) inactivé** >= 2,MA,medicament.ma,https://medicament.ma/medicament/verorab-0-5-ml-1-dose-%e2%89%a5-2-5-ui-vaccin-atirabique-inactive-poudre-et-solvant-pour-suspension-injectable/,J07,,,"Virus de la rage (souche Wistar Rabies PM/WI 38 1503-3 M) inactivé** >= 2,5 UI***",0.5 ML / 1 DOSE (≥ 2.5 UI),Boite de 10 flacons unidoses de lyophilisat et de 10 seringues préremplies de solvant,INSTITUT PASTEUR MAROC,"Vaccin rabique pour usage humain, préparé sur cultures cellulaires (inactivé).",Commercialisé,1731.0,dhs,1473.00 dhs,Aucun,,,Ajouté le: 23 avril 2020 à 13:10,Mise à jour le: 22 juin 2021 à 10:25,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 10 flacons unidoses de lyophilisat et de 10 seringues préremplies de solvant,0.5 ML | 1 DOSE (≥ 2.5 UI),Virus De La Rage (souche Wistar Rabies PM / WI 38 1503-3 M) Inactivé** >= 2 | 5 Ui***
VERZENIOS 150 MG,abémaciclib,150 mg,Comprimé pelliculé,SOTHEMA,abémaciclib,MA,medicament.ma,https://medicament.ma/medicament/verzenios-150-mg-comprime-pellicule/,L01EF03,,,Abémaciclib,150 MG,Boite de 56,SOTHEMA,"Agents antinéoplasiques, inhibiteurs de protéines kinases,",Commercialisé,23275.0,dhs,22826.00 dhs,A,,,Ajouté le: 17 octobre 2023 à 09:11,Mise à jour le: 29 mai 2024 à 08:30,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 56,150 MG,Abémaciclib
VERZENIOS 50 MG,abémaciclib,50 mg,Comprimé pelliculé,SOTHEMA,abémaciclib,MA,medicament.ma,https://medicament.ma/medicament/verzenios-50-mg-comprime-pellicule/,L01EF03,,,Abémaciclib,50 MG,Boite de 56,SOTHEMA,"Agents antinéoplasiques, inhibiteurs de protéines kinases,",Commercialisé,23275.0,dhs,22826.00 dhs,A,,,Ajouté le: 17 octobre 2023 à 09:06,Mise à jour le: 29 mai 2024 à 08:10,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 56,50 MG,Abémaciclib
VESSEL DUE F 250 LSU,sulodexide,250 lsu,Capsule,SYNTHEMEDIC,sulodexide,MA,medicament.ma,https://medicament.ma/medicament/vessel-due-f-capsule/,B01AB11,,,Sulodexide,250 LSU,Boite de 50,SYNTHEMEDIC,Antithrombotiques,Commercialisé,284.0,dhs,188.00 dhs,,,Médicament,Ajouté le: 3 août 2018 à 17:47,Mise à jour le: 30 avril 2024 à 10:46,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 50,250 LSU,Sulodexide
VESSEL DUE FL 600 LSU / 2 M,sulodexide,600 lsu | 2m,Solution injectable,SYNTHEMEDIC,sulodexide,MA,medicament.ma,https://medicament.ma/medicament/vessel-due-fl-solution-injectable/,B01AB11,,,Sulodexide,600 LSU / 2M,Boite de 10 ampoules,SYNTHEMEDIC,Antithrombotiques,Commercialisé,212.0,dhs,132.20 dhs,,,Médicament,Ajouté le: 3 août 2018 à 17:50,Mise à jour le: 30 avril 2024 à 10:45,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 10 ampoules,600 LSU | 2M,Sulodexide
VERZOL 400 MG,albendazole,400 mg,Comprimé,STERIPHARMA,albendazole,MA,medicament.ma,https://medicament.ma/medicament/verzol-400-mg-comprime/,P02CA03,,,Albendazole,400 MG,Boîte de 1,STERIPHARMA,Antihelminthique,Commercialisé,18.7,dhs,11.70 dhs,C,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 30 avril 2024 à 10:44,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 1,400 MG,Albendazole
VERZOL,albendazole,"0,4 g | 10 ml",Suspension orale,STERIPHARMA,albendazole,MA,medicament.ma,https://medicament.ma/medicament/verzol-200-mg-5-ml-suspension-orale/,P02CA03,,,Albendazole,"0,4 G / 10 ML",Flacon de 10 ml,STERIPHARMA,Antihelminthique,Commercialisé,21.0,dhs,13.10 dhs,C,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 30 avril 2024 à 10:43,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Flacon de 10 ml,"0,4 G | 10 ML",Albendazole
VEZAR 300 MG,irbésartan,300 mg,Comprimé,SYNTHEMEDIC,irbésartan,MA,medicament.ma,https://medicament.ma/medicament/vezar-300-mg-comprime-2/,C09CA04,,,Irbésartan,300 MG,Boite de 30,SYNTHEMEDIC,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,150.2,dhs,93.90 dhs,A,,Médicament,Ajouté le: 11 juillet 2016 à 09:57,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 30,300 MG,Irbésartan
VEZAR 150 MG,irbesartan,150 mg,Comprimé,SYNTHEMEDIC,irbesartan,MA,medicament.ma,https://medicament.ma/medicament/vezar-150-mg-comprime/,C09CA04,,,Irbesartan,150 MG,Boite de 30,SYNTHEMEDIC,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,88.5,dhs,55.30 dhs,A,,Médicament,Ajouté le: 29 juin 2016 à 11:44,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 30,150 MG,Irbesartan
VEZAR 75 MG,irbésartan,75 mg,Comprimé,SYNTHEMEDIC,irbésartan,MA,medicament.ma,https://medicament.ma/medicament/vezar-75-mg-comprime/,C09CA04,,,Irbésartan,75 MG,Boite de 30,SYNTHEMEDIC,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,41.3,dhs,25.80 dhs,A,,Médicament,Ajouté le: 11 juillet 2016 à 09:58,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 30,75 MG,Irbésartan
VFEND 200 MG,voriconazole,200 mg,Perfusion,PFIZER MAROC,voriconazole,MA,medicament.ma,https://medicament.ma/medicament/vfend-200-mg-perfusion/,J02AC03,,,Voriconazole,200 MG,1 Flacon,PFIZER MAROC,"Antifongique systémique, dérivé du triazole",Commercialisé,1191.0,dhs,917.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 16 octobre 2025 à 09:11,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,1 Flacon,200 MG,Voriconazole
VFEND 200 MG,voriconazole,200 mg,Comprimé,PFIZER MAROC,voriconazole,MA,medicament.ma,https://medicament.ma/medicament/vfend-200-mg-comprime/,J02AC03,,,Voriconazole,200 MG,Boîte de 14,PFIZER MAROC,"Antifongique systémique, dérivé du triazole",Commercialisé,2970.0,dhs,2646.90 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 16 octobre 2025 à 09:10,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 14,200 MG,Voriconazole
VIACORAM 7 MG / 5 MG,perindopril | amlodipine,7 mg | 5 mg,Comprimé,SERVIER MAROC,amlodipine + perindopril,MA,medicament.ma,https://medicament.ma/medicament/viacoram-7-mg-5-mg-comprime/,C09BB04,,,Perindopril | amlodipine,7 MG | 5 MG,Boite de 30,SERVIER MAROC,Inhibiteur de l’enzyme de conversion de l’angiotensine associé à un antagoniste du calcium de la classe des dihydropyridines,Commercialisé,206.0,dhs,129.00 dhs,A,,,Ajouté le: 21 janvier 2020 à 14:51,Mise à jour le: 7 décembre 2024 à 17:48,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 30,7 MG | 5 MG,Perindopril | Amlodipine
VIACORAM 3.5 MG / 2.5 MG,perindopril | amlodipine,3.5 mg | 2.5 mg,Comprimé,SERVIER MAROC,amlodipine + perindopril,MA,medicament.ma,https://medicament.ma/medicament/viacoram-3-5-mg-2-5-mg-comprime/,C09BB04,,,Perindopril | amlodipine,3.5 MG | 2.5 MG,Boite de 30,SERVIER MAROC,Inhibiteur de l’enzyme de conversion de l’angiotensine associé à un antagoniste du calcium de la classe des dihydropyridines,Commercialisé,139.4,dhs,87.10 dhs,A,,,Ajouté le: 21 janvier 2020 à 14:49,Mise à jour le: 7 décembre 2024 à 17:47,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 30,3.5 MG | 2.5 MG,Perindopril | Amlodipine
VIAGRA 50 MG,sildénafil,50 mg,Comprimé,VIATRIS PHARMACEUTICALS,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viagra-50-mg-comprime-2/,G04BE03,,,Sildénafil,50 MG,Boîte de 4,VIATRIS PHARMACEUTICALS,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,140.2,dhs,87.60 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 30 avril 2024 à 10:51,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 4,50 MG,Sildénafil
VIAGRA 100 MG,sildénafil,100 mg,Comprimé,VIATRIS PHARMACEUTICALS,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viagra-100-mg-comprime/,G04BE03,,,Sildénafil,100 MG,Boîte de 1,VIATRIS PHARMACEUTICALS,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,74.8,dhs,46.70 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 30 avril 2024 à 10:48,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 1,100 MG,Sildénafil
VIAGRA 100 MG,sildénafil,100 mg,Comprimé,VIATRIS PHARMACEUTICALS,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viagra-100-mg-comprime-2/,G04BE03,,,Sildénafil,100 MG,Boîte de 4,VIATRIS PHARMACEUTICALS,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,233.0,dhs,146.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 30 avril 2024 à 10:49,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 4,100 MG,Sildénafil
VIAPEN 10 MG / ML,cyclopentolate,10 mg | ml,Collyre en solution,SUN PHARMACEUTICALS MOROCCO LLC,cyclopentolate,MA,medicament.ma,https://medicament.ma/medicament/viapen-10-mg-ml-collyre-en-solution/,S01FA04,,,Cyclopentolate,10 MG / ML,Flacon de 10 ml,SUN PHARMACEUTICALS MOROCCO LLC,"Ophtalmologie, agent diagnostique",Commercialisé,41.1,dhs,25.70 dhs,A,,,Ajouté le: 7 octobre 2020 à 22:05,Mise à jour le: 28 octobre 2025 à 18:03,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Flacon de 10 ml,10 MG | ML,Cyclopentolate
VIALEBEX 200 MG / ML,albumine humaine lfb,200 mg | ml,Solution pour perfusion,HEMOLAB-PHARMA,albumine humaine lfb,MA,medicament.ma,https://medicament.ma/medicament/vialebex-200-mg-ml-solution-injectable/,B05AA01,,,Albumine humaine LFB,200 MG / ML,Flacon de 50 ml,HEMOLAB-PHARMA,Substitut du sang et fractions protéiques plasmatiques,Commercialisé,638.0,dhs,424.00 dhs,A,,Médicament,Ajouté le: 25 novembre 2018 à 13:47,Mise à jour le: 30 avril 2024 à 10:53,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Flacon de 50 ml,200 MG | ML,Albumine Humaine LFB
VIALEBEX 200 MG / ML,albumine humaine lfb,200 mg | ml,Solution pour perfusion,HEMOLAB-PHARMA,albumine humaine lfb,MA,medicament.ma,https://medicament.ma/medicament/vialebex-200-mgml/,B05AA01,,,Albumine humaine LFB,200 MG / ML,Flacon de 100 ml,HEMOLAB-PHARMA,Substitut du sang et fractions protéiques plasmatiques,Commercialisé,1096.0,dhs,819.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 28 juin 2023 à 18:24,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Flacon de 100 ml,200 MG | ML,Albumine Humaine LFB
VIAGRA 50 MG,sildénafil,50 mg,Comprimé,VIATRIS PHARMACEUTICALS,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viagra-50-mg-comprime/,G04BE03,,,Sildénafil,50 MG,Boîte de 1,VIATRIS PHARMACEUTICALS,Inhibiteurs de la phosphodiestérase de type 5,Commercialisé,46.7,dhs,29.20 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 30 avril 2024 à 10:50,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boîte de 1,50 MG,Sildénafil
VIARECT 100 MG,sildénafil,100 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viarect-100-mg-comprime-pellicule-2/,G04BE03,,,Sildénafil,100 MG,Boite de 2,SUN PHARMACEUTICALS MOROCCO LLC,Inhibiteur de la phosphodiestérase de type 5,Commercialisé,75.7,dhs,47.30 dhs,A,,Médicament,Ajouté le: 10 mai 2017 à 16:13,Mise à jour le: 30 avril 2024 à 10:54,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 2,100 MG,Sildénafil
VIARECT 100 MG,sildénafil,100 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viarect-100-mg-comprime-pellicule-3/,G04BE03,,,Sildénafil,100 MG,Boite de 4,SUN PHARMACEUTICALS MOROCCO LLC,Inhibiteur de la phosphodiestérase de type 5,Commercialisé,133.3,dhs,83.30 dhs,A,,Médicament,Ajouté le: 10 mai 2017 à 16:14,Mise à jour le: 30 avril 2024 à 10:55,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 4,100 MG,Sildénafil
VIARECT 25 MG,sildénafil,25 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viarect-25-mg-comprime-pellicule-2/,G04BE03,,,Sildénafil,25 MG,Boite de 2,SUN PHARMACEUTICALS MOROCCO LLC,Inhibiteur de la phosphodiestérase de type 5,Commercialisé,41.1,dhs,25.70 dhs,A,,Médicament,Ajouté le: 10 mai 2017 à 16:17,Mise à jour le: 30 avril 2024 à 10:56,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 2,25 MG,Sildénafil
VIARECT 100 MG,sildenafil,100 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,sildenafil,MA,medicament.ma,https://medicament.ma/medicament/viarect-100-mg-comprime-pellicule/,G04BE03,,,Sildenafil,100 MG,Boite de 1,SUN PHARMACEUTICALS MOROCCO LLC,Inhibiteur de la phosphodiestérase de type 5,Commercialisé,43.0,dhs,26.90 dhs,A,,Médicament,Ajouté le: 10 mai 2017 à 16:11,Mise à jour le: 30 avril 2024 à 10:54,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 1,100 MG,Sildenafil
VIARECT 25 MG,sildénafil,25 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viarect-25-mg-comprime-pellicule/,G04BE03,,,Sildénafil,25 MG,Boite de 1,SUN PHARMACEUTICALS MOROCCO LLC,Inhibiteur de la phosphodiestérase de type 5,Commercialisé,23.4,dhs,14.60 dhs,A,,Médicament,Ajouté le: 10 mai 2017 à 16:16,Mise à jour le: 30 avril 2024 à 10:55,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 1,25 MG,Sildénafil
VIARECT 25 MG,sildénafil,25 mg,Comprimé pelliculé,SUN PHARMACEUTICALS MOROCCO LLC,sildénafil,MA,medicament.ma,https://medicament.ma/medicament/viarect-25-mg-comprime-pellicule-3/,G04BE03,,,Sildénafil,25 MG,Boite de 4,SUN PHARMACEUTICALS MOROCCO LLC,Inhibiteur de la phosphodiestérase de type 5,Commercialisé,72.3,dhs,45.20 dhs,A,,Médicament,Ajouté le: 10 mai 2017 à 16:19,Mise à jour le: 30 avril 2024 à 10:56,2025-11-08T02:41:07Z,2025-11-08T02:41:07Z,Boite de 4,25 MG,Sildénafil
